رقم الطالب,اسم الطالب,الجنسية,الرقم الوطني/الجواز,الجنس,آخر معدل تراكمي,التخصص,الدرجة,سنة التخرج,فصل التخرج,رقم الهاتف,مكان العمل الحالي,تاريخ بدء العمل,عنوان المنشأة,قطاع المنشأة,رقم هاتف المنشأة
353807409,حسام أوس فيصل بوهاها,الاردنية,scrypt:32768:8:1$bkIGGXrtb50kIChU$ab013938b4e3919813e2e4664d74e552c8a52aee934142e69c18a5827a4a720f7c147fad74ed7804d121363fce3319ee1a36cde501214f868befc2c893fd2a98,ذكر,2.54,علم الحاسوب,ماجستير (مسار الرسالة),2023/2022,2,,Dynava,2023-09-19,5 Scofield Point,,3251333608
612805657,حسام وائل جاسر الع لويني,الاردنية,scrypt:32768:8:1$IxTGA3raLEsQwDrU$308a76b7163d5719349a99922fc8242192ed8f8bcef13cdfad80726e00c5de71bf2712e8717aa8ca8643bbbe63fa39b328ad5b0ae878e4a31c90846d76fe29ee,ذكر,2.79,نظم المعلومات الحاسوبية,بكالوريوس,2020/2019,2,3955098796,Meevee,2022-08-09,838 Kenwood Street,العام,3677605307
535014644,ابتهال شاهين نبراس الدرقاش,الاردنية,scrypt:32768:8:1$7u5rSIS4qx4QrjWL$ca6c31abb681da01d614f4fe193c7e77f8da07f24b82e30ddd4392a3462356d62c7148d31a7fedb79f0c0f3d403a44300ff38e5fb07d0b4a33de1efcbf99b04e,انثى,2.43,الرسم الحاسوبي والرسوم المتحركة,ماجستير (مسار الشامل),2022/2021,1,,Shuffletag,,26 Mallory Parkway,العام,1595672127
596552258,داليدا كنان صهيب الحجيج,الاردنية,scrypt:32768:8:1$WZ6S9v5rNpI2dQ2q$898615cb5dcdd6080b5de0e7e86dc912ffe8748fbe26bc437b6abe0d00513ad02585e438bd997c0ebe30d1381755cd6dbfc65b2aad7ab1f0dc1262cdd217c1e7,انثى,2.97,علم الحاسوب,ماجستير (مسار الرسالة),2024/2023,3,5159791890,,2022-06-09,03742 Reinke Way,,7279200374
654902967,أنس روناء باهر زروق,الاردنية,scrypt:32768:8:1$qcn3251mnC8AW7XB$ec6b59d693bac4bbbd1baae8395a113a5671ba843eac291ff4c3385c4ee8c5734b27868f2b72e842578dd5390f38c92d413e76398e96611c2f597a568472cd26,ذكر,1.88,هندسة البرمجيات,ماجستير (مسار الشامل),2021/2020,1,7813396174,Mynte,2024-04-17,,الخاص,3677219369
458193164,هيا طاهر أشرف الرقيق,الاردنية,scrypt:32768:8:1$I9f4quphpES8bVNK$7cdd78b778373d7157fb6043363795d34243bc59d7001214446cdddc423adb29d3a2114c098ab20cfd6fa64fbb8a9d787e4c064c0df54c1eb00ade355c325e75,ذكر,3.08,نظم المعلومات الحاسوبية,بكالوريوس,2022/2021,2,1174036673,,2024-07-22,5 Trailsway Hill,العام,
706110240,اسلام داني شادي الصفار,الاردنية,scrypt:32768:8:1$RkA6mhXviZevgMzk$db6d53aef45a25d95bc367ab49260fe6e03166d684daff27c3fd62fd305b52331a1446e1571233e1e9664b0f6be4bd6749d2cd44b14b3c044a7fb1ae09018afc,ذكر,3.33,نظم المعلومات الحاسوبية,ماجستير (مسار الرسالة),2024/2023,1,5063280598,Quamba,2021-06-19,8965 Lakewood Gardens Alley,الخاص,
559156387,بدر يامن رامز ادريس,الاردنية,scrypt:32768:8:1$FJ1sLaoSBmpwgyVT$cd35df3128fba223fab3e6e2b9016ade3f0c9530dcdbb053077a2eda96b93d3023df60919c5999ad957fcc36a3405e2a7165128c96f0ba50da39cccb79ff2e13,انثى,2.24,نظم المعلومات الحاسوبية,بكالوريوس,2023/2022,2,2682962067,Tazz,2021-07-30,34 Stoughton Lane,,6498641712
537514354,رضوى ثامر إحسان العواني,الاردنية,scrypt:32768:8:1$icRj4eO72fgdttvI$7834504b78d30e171c1a78a2772048220d2ab98164874682dbdf8025e59e2612a7328c6e8bf4bbea51c1a3f2df25ca3cdc52ffa93731cadcdd74aefab5ae7f98,انثى,3.85,نظم المعلومات الحاسوبية,ماجستير (مسار الشامل),2021/2020,1,2366767853,Eimbee,2022-08-31,89180 Beilfuss Park,الخاص,4524930374
295235726,ليان باهي محمد بن عثمان,الاردنية,scrypt:32768:8:1$9qfWzue4JscqZR8I$b70a26108e0e274fb7c78a00a780f815710e0cbf6d9c6dc3488c307daf1a0373b54f41992ecf8f4f1f6d7c9748d1179879b7c94a9ede31ed51fbcb45b7284111,ذكر,3.98,علم الحاسوب,ماجستير (مسار الرسالة),2022/2021,2,7482256358,Wikido,2024-05-17,80996 Alpine Pass,العام,6329757666
733014476,ريلام عماد  شنيق,الاردنية,scrypt:32768:8:1$A2fYafzURucAtrat$9e7f3e47c384867e6d147bb4356da093cad0c433e0236e505708b2bcc1cb6bf4a147a87303ec71d97df239fd115dda8f03c5754d19c2114ab98396a99a535f8a,ذكر,3.71,هندسة البرمجيات,بكالوريوس,2020/2019,3,4323245763,Riffpath,2023-12-25,0 Morning Road,,9076502134
845819132,لجين بسام مروان المدقي,الاردنية,scrypt:32768:8:1$5pMDj4BDw1nhEKcB$0b48a194ee0338fcb313274860451c9f155a5f9218fa4db8361e2d540a0b910d14314ebdd97383dbd1113c8d5a74fd1ea26307f09669df6246f92e7cef104432,ذكر,1.72,علم الحاسوب,ماجستير (مسار الشامل),2020/2019,3,,Wordpedia,,72 Florence Terrace,الخاص,3827535724
795076651,أدريس سعيد نايف الحمامي,الاردنية,scrypt:32768:8:1$rmGqqVpqSUJvE3w3$c649ab108d98dc824d508c7fbb2140cd4d4c53240c9cfd16a2e48f849f7c24337a0ae25d7341714526a6a584675ee81b55e8d10baae69f7887e8bd8ab87f0636,ذكر,2.87,نظم المعلومات الحاسوبية,ماجستير (مسار الشامل),2021/2020,2,6774281952,Roombo,2024-06-10,,العام,2566457034
292842682,لينة مصطفي مروان عاشور,الاردنية,scrypt:32768:8:1$zjIHRifLLq6NEbjR$50630328d8405a8d660b5a17b7e9fe29491121681823b840316e30cd87e2c5efdbc69ef1d3d00f5774ca6f30675aeb419565e1a359d8550755826798be776416,ذكر,2.21,نظم المعلومات الحاسوبية,ماجستير (مسار الرسالة),2024/2023,2,6785532956,,2022-03-11,30142 Pepper Wood Pass,,9559538128
88071553,ريتال وليد خالد ادريس,الاردنية,scrypt:32768:8:1$pCU9Vn665884XA3v$53abb1e101c90838f4b9f586bb630a96f2d7e3d22c03b5a588635c9515590c4c58d41870561fbe8f9ab19a86ded2072340748fd6693f37809e99ccb52feb0022,ذكر,1.75,هندسة البرمجيات,ماجستير (مسار الرسالة),2024/2023,1,6208440129,Mita,2021-05-23,4215 Harbort Drive,الخاص,3445715752
807085013,أنغام عادل عزام جاوحدو,الاردنية,scrypt:32768:8:1$GoftbbP0Eq2qhOMA$268eb74ffb7caa1fdde78789017a986168b174d82153d124f78be8ff6a7baa83a5154ed86a47b27222714fdacee2a4fd20dd54bddeba7c39039bc4d89669da84,ذكر,2.34,نظم المعلومات الحاسوبية,ماجستير (مسار الشامل),2023/2022,1,3612496113,Dynabox,2021-12-24,,,
50049818,وعد جعفر أدريس الحجيج,الاردنية,scrypt:32768:8:1$xt8AWqfILYfemMK0$adff864a70c09b9fb10276f73184c6d2d0a6b44bae3f8759d3627a0e3242769a1a082b3de8a43ee7e0687c3d4347ebef6965db635e6477faca3039272d1f9d46,ذكر,2.24,علم الحاسوب,ماجستير (مسار الرسالة),2024/2023,2,3776672286,Kayveo,2024-02-16,,العام,2764052861
755109204,طيبه عادل مصطفى الدرقاش,الاردنية,scrypt:32768:8:1$W2LMwv3jjQJq7HCm$7cccdcfedc4073f629ee49e9c65aceb662c137fccc09908f1e03fb8427fbe455a1a5a419f5318b60c204f7bab7986dd1bbb90c2aaa983d887bd0a4eba9d09f5a,انثى,1.96,نظم المعلومات الحاسوبية,بكالوريوس,2023/2022,2,1002499775,,2021-01-10,39 New Castle Circle,,7473822633
123881237,راسل ميرزا ادهم شنيق,الاردنية,scrypt:32768:8:1$FGxp3z1ABIGGxh7S$8155cd13c19e9790e926defcfcacc4d888d430c0a2fd94e24a3d7004ef5a283b6e50b40b9ef880f741e2fc4ca0c9f7c48ba27c9cf03b79285cfc6edcc97fbb66,ذكر,2.25,الأمن السيبراني,ماجستير (مسار الرسالة),2020/2019,3,,,2023-11-21,,الخاص,2182475051
606566871,أنوس مصلح اصيل بنسلامة,الاردنية,scrypt:32768:8:1$CQy5rUipNe1gZFoN$84b896fd665dc4acb3df76534b63c700d5a576c94e2eaefd130ec5996c33b459cd685c609179e85d575204cb1897fce24abd886ffc713d3f50cb7f69726fd02e,انثى,3.24,الرسم الحاسوبي والرسوم المتحركة,ماجستير (مسار الرسالة),2023/2022,2,6875476226,Fliptune,,51 Corscot Place,,7358644918
986631986,سفيان غسان مالك الغربي,الاردنية,scrypt:32768:8:1$mnDDklbgOlOtkLNz$4e1e18983963fb54bcb9e6c3eab217d6e28ad7ce02849e999f475cd6ab3afef9bd90147716a1c15a703bc4619b25c120d66075e4744eb6a0505235d2b31fd094,انثى,2.31,علم الحاسوب,ماجستير (مسار الشامل),2021/2020,1,4916559635,Skipfire,2024-03-11,1030 Manufacturers Parkway,العام,4023699474
838300451,ريم كاظم أدريس بن عبد الكريم,الاردنية,scrypt:32768:8:1$6HTUuuSnjk2tjCn7$f9f171c8f4691f3f0e08207319e8dd07eea7dded5cadaf48d2364fdaf6c685f57bca8b0af1c606ceb2c6bbdca257e808f7add9b1b6b78fd2631c84dfba2c5358,انثى,3.82,هندسة البرمجيات,بكالوريوس,2021/2020,2,,Yakidoo,2021-07-09,85 Arrowood Road,العام,1803904136
345124586,تريهان براء وسيم النجار,الاردنية,scrypt:32768:8:1$LBVPnQl9I4xfclZ1$98be05d5d0ac955261f4bd7b02bcbffce7b43b32f41c06f1c6bba60c371210212b074e292afb78b5a0a026fc3d8507c89ae34a5fa9d8787d7f7c31b8940a5598,انثى,1.83,علم الحاسوب,ماجستير (مسار الرسالة),2020/2019,1,5336184581,Realblab,2021-09-02,490 Vernon Point,العام,1238924682
303566994,شهد سفيان ميرزا بنسلامة,الاردنية,scrypt:32768:8:1$duMZ8BQ5MNMwY1hb$4db1b38bfdd2ae79d8b3883f7f890c0078c69409d4c6d6fc39b44c630359d441b7c4da7b03b732acb5cffca32e712687ea3d2a03c552a0b208950232f5ad637c,ذكر,1.8,الأمن السيبراني,ماجستير (مسار الرسالة),2024/2023,2,6572976166,Avaveo,2021-11-17,48 Union Center,الخاص,5903707795
965774643,كنان إدريس مازن النخلي,الاردنية,scrypt:32768:8:1$yS7G39QvOaOvUSrf$798f8ed4bf886df609ba67b8b8d93f87794253d7d825e45afe767d5f6927100e090265fc9e487d63a9e5053dc03fbeecb10e4dcfc7bf826528d2ad10415a7a65,ذكر,1.88,هندسة البرمجيات,بكالوريوس,2022/2021,1,4503691959,,2023-11-30,7467 Macpherson Circle,,
321339649,آسيا ايتن عماد الشيباني,الاردنية,scrypt:32768:8:1$uaQa9unOo6YwRk7I$a08f1534477df30c5500c8a8e55d0ea33f5c3025d148dcafce54afbd52aebf62de6ec3b1ed1b626a487ac44c910f9c31dade7a22b8506669d8d977acffdc1bf7,ذكر,3.53,هندسة البرمجيات,ماجستير (مسار الشامل),2024/2023,1,5501877738,Trilith,2024-08-17,17669 Waxwing Street,,9817033616
139188431,ريناد إلياس جاسم عنون,الاردنية,scrypt:32768:8:1$h9kF0u7Uih8PkFqp$c8f015d5b26e268056a3263ac601cc9eb7788e8513785f65626b8b2aede6d2e6294308e7f53224b2d1869ac5816a0e9e48d0e059adf0dad424221cb26dc46e51,ذكر,3.51,هندسة البرمجيات,بكالوريوس,2023/2022,2,2699848986,Dynava,,269 Union Hill,,7542703634
876256682,داود شيار فهد النفير,الاردنية,scrypt:32768:8:1$BBtgkf8aPcjMO9j8$2297f3044fd2e4a709a2e4a28609e6f8ae14662c535198dc2370f09421d350beaf26a4a3efd3a6f1b6f6f4e6193a2ff142a9fd361632498b53c73a6420ae1ba6,انثى,3.23,علم الحاسوب,بكالوريوس,2023/2022,1,5729102497,Kwinu,2024-09-08,21 Mcbride Avenue,,1854395089
826922449,ابتهال غسان عادل جاوحدو,الاردنية,scrypt:32768:8:1$PhOxGLEMrn3KqOuj$86fd737a60779ba4a152d90acf224b631bfd3db4bc8cc7414d9badd887ac6ddfdb51d3f2c16a95efb37b6cf46962cd9bf41fde9ec200e5e8d9505d2f0ae2c554,انثى,2.55,الرسم الحاسوبي والرسوم المتحركة,بكالوريوس,2022/2021,3,1689145266,DabZ,,2467 Pearson Road,العام,5879035057
202612763,رواء باهي سراج الدين الطريقي,الاردنية,scrypt:32768:8:1$Zq2tBEf6P6PPsj5i$9d3a1edbc65aa5676649a0ec3498a8d1fa872b71cee3c8e4a07480ee5b37dd462b4ba5199f0a01d79f93f2fbc4276c0a6bfd09d84e522905d746fbdad8960b60,ذكر,2.12,هندسة البرمجيات,بكالوريوس,2021/2020,1,1443454567,,2024-09-21,,العام,1486692125
775895387,براءة زبير إحسان بن عمر,الاردنية,scrypt:32768:8:1$pL5aDfJVz1sCJ5la$d00a6cd2711ca465bc28119a6eb53a58a7de02642c4cf7a1369e486443c5c219b80e2550816164d80253de051009401e9ee3dece38e675edade5b6fe86c84b6e,انثى,3.74,الأمن السيبراني,ماجستير (مسار الرسالة),2020/2019,1,7956081611,Kimia,2021-10-07,67 Namekagon Lane,العام,3795955242
734905536,روضة مالك أكمل بن عاشور,الاردنية,scrypt:32768:8:1$Vc9cce4rNDFqFbQN$1ea2155a562352859988d431103c6c59cf67133a398b2558b97d30b4db3bb5d749a9c08f1c503922cd6dc30f8264efec47e72fda05a91f46399c344cc3b56cb0,ذكر,3.49,نظم المعلومات الحاسوبية,ماجستير (مسار الرسالة),2021/2020,3,2628284089,Vinte,,43 Fair Oaks Hill,الخاص,8471722397
404839110,مصطفى أمير سعيد عنون,الاردنية,scrypt:32768:8:1$rIVvAcXxxgqfHagj$8c13740e74e3028ed04563cb98fca75f43c131e2ecec87b3d0ce9e050bfd483c180ba83164650df9a5ef406724de639fbf0c8dbe619663b68bb698319ab4d701,انثى,3.05,الأمن السيبراني,ماجستير (مسار الشامل),2021/2020,1,,Fivebridge,2023-12-24,34306 Wayridge Way,الخاص,
133674331,إبراهيم براء تركي عنون,الاردنية,scrypt:32768:8:1$vv6jORrZkLivpSBT$d2fafd2df9c07ca1a4174285afa2755c1442d7e54d04190940da5cd710507639b597bdb7cddb690b1a5ca66c6b28e41d8d8b9b8c91afb201df1a8c395535233d,انثى,1.98,هندسة البرمجيات,ماجستير (مسار الرسالة),2021/2020,3,9457671650,Kwilith,2021-01-08,836 Westerfield Park,العام,2496567875
986616838,سجى مجدي سعد ادريس,الاردنية,scrypt:32768:8:1$blJR0ctt4NZsqdvW$3ecc0f09fa9933cbd7b8e35d47ac4aafecf20f4738b935733c9456478a926c9e112081b063503459c2a704358e9475ef00f09b53d1a311fb74bcad6141e277e6,ذكر,1.86,الأمن السيبراني,بكالوريوس,2021/2020,2,,Innojam,2023-01-24,8973 Claremont Road,العام,2433089438
827895692,لؤي أيمن باهي عنون,الاردنية,scrypt:32768:8:1$CiFdhUdyj6RfmMX1$65a0d831a0b2b7ad63e9dfcd51045ae2076eb7492433465b9579814817d959d31c7d46f6a9e533da048f9ca8254e9ef5d428fcb33c88153851bff7b3b89caaec,ذكر,3.79,الأمن السيبراني,بكالوريوس,2021/2020,1,1716246204,Youbridge,2023-12-20,6563 Thompson Point,,8373806054
733232895,أليسا جسور نيار النفطي,الاردنية,scrypt:32768:8:1$4vAb83IUbdbCVki0$acb6a4d63b6df22da98e0599c10f8a6a60df3a2156a3fa2a21d1149c26773fd7feb6675fabfab2e9656a9777e221c3bc68b18013ef40d7a8655e68dc050ee2b1,ذكر,1.85,الأمن السيبراني,ماجستير (مسار الشامل),2024/2023,2,2288302747,,,642 Donald Trail,العام,3788053139
614218975,نورين بلال ثامر خنفير,الاردنية,scrypt:32768:8:1$arl172NKaZgYy0h0$d207f8c42de6a9b535fdd486f0e4c944d5eb4f4489a2616d2c526fcfdbcaf633c4520aba73942b614323140a60a0e6be13d8d30ee0edc76ca2232081ef87497e,ذكر,2.09,هندسة البرمجيات,بكالوريوس,2020/2019,2,,Kamba,2021-10-28,24933 East Court,الخاص,4704732772
66212241,اسلام جواد راشد بودوارة,الاردنية,scrypt:32768:8:1$fi4gCnCDBEJGq5qK$fe6d9d5254c8a163e7773c9542f4b4586659df9708d887ceddcbba4678dd57a15d51e65fb6acf3f795582f82557b6e469e14c462ee46b1ef61cbff172a279a31,ذكر,2.67,الأمن السيبراني,بكالوريوس,2021/2020,3,,Browsezoom,2021-06-15,,الخاص,
950296238,تالا ساري سهيل الغربي,الاردنية,scrypt:32768:8:1$geFTfGLSNMnrjrbn$454c5525d09dc466eb3146582dcd8a7754b059b5d8bb28d731fa425d44785a58e4ef31a2c45fe8c305c0a54bae187083a241f1954ebd63a1eff1d579d13664b4,انثى,2.08,نظم المعلومات الحاسوبية,ماجستير (مسار الشامل),2024/2023,2,2843322235,Katz,2023-04-25,4603 Gale Circle,الخاص,4345796451
88960036,رسيل حمزة هاشم القلشاني,الاردنية,scrypt:32768:8:1$7yZybaPfuPaameby$7f524b2748eb38d84260f6bbf9d083a94c16dac374cd00bdae7b6a506902ae5eca6d948975d3ce9d2bb1f8d7f4b4d1741610cb09693f6843932f1f604960b2b4,انثى,3.71,علم الحاسوب,ماجستير (مسار الرسالة),2024/2023,3,,Babblestorm,2023-08-13,8 Cardinal Pass,,5888641619
693654139,ليندا عماد جاسر لخشين,الاردنية,scrypt:32768:8:1$DyabjxZPAndofq94$33abcb326015dd4e8e94cf3913d2b3d6bdf698cc1e02a00228839e01bf0975f678d66f3609e4b67d7c470219de71dd042bd7ef626ef235bca6ace93a7bf03f45,ذكر,2.63,الرسم الحاسوبي والرسوم المتحركة,ماجستير (مسار الرسالة),2022/2021,1,2602414664,,2023-08-18,8925 Bartillon Court,العام,5955156874
39153757,ربى باسم سعيد عنون,الاردنية,scrypt:32768:8:1$AjsMsdQxgLPR4SbI$6ac4ec47720a70d7703d28a4660b5820c75e8cf4ac9ba64cd6d4bfa3d1dd406b16ab9f427c042ace99a85c02c362b4afdea28a2c7cebfc7434c6293963e6fff7,انثى,3.89,الرسم الحاسوبي والرسوم المتحركة,ماجستير (مسار الشامل),2022/2021,3,,Mydo,2022-05-28,304 Mosinee Place,الخاص,1146330219
831206189,شاهين مجدي مجتبى الشريف,الاردنية,scrypt:32768:8:1$3nD8134zPGqcC5WZ$ff25bbdd9a433236b58fe4b336881a88deda5013d5800672f9738fdf33e1b26becdbff15a4d04ef8b3e7405c45727cee2d7c1a0bd7f1cb2c44f61a9fd0207f5b,انثى,1.91,الأمن السيبراني,ماجستير (مسار الشامل),2022/2021,3,2587255952,,2021-06-14,8182 Schiller Alley,العام,6198831365
726526481,بَشار عاصم أحمد الشريف,الاردنية,scrypt:32768:8:1$VHz5wqkdIeIZy1ux$32c1002368982cf18631bc75c9f1afdacc9bba6abda14c9549472315ed5a6b07c5fdbb03a0223e0a56fa807a84fe536981a8f7bba104826cef52a9f9bad31d85,انثى,1.73,الأمن السيبراني,ماجستير (مسار الشامل),2021/2020,3,4664241760,Quatz,2024-06-09,834 Helena Parkway,العام,7754059578
476212051,ابتهال حاتم اسِر هذيل,الاردنية,scrypt:32768:8:1$uC2zjp1PVebUr9Z1$8bd8882ddadaefbd2a3858dce878c9dc4878f93475727edfe42645ba610922a89f7ce6f32ac1aea20e66e0d7b49ad9128221d05dfd8a8df68f003f77e30e0877,انثى,1.85,الرسم الحاسوبي والرسوم المتحركة,ماجستير (مسار الرسالة),2024/2023,3,7211701428,Devpoint,2021-01-23,45890 Moland Plaza,الخاص,
120867734,جمال اصيل ابراهيم الغربي,الاردنية,scrypt:32768:8:1$HtMlxdKHHKLiIueK$b7a510d280950c201189644bfa75dd57b50756ec6c81c2cc9d90c89e47ae502f15ebeea400fee8bdfda6e086936a3b7513cd30099faca7066864991dff212290,انثى,3.04,نظم المعلومات الحاسوبية,بكالوريوس,2020/2019,3,9426098195,Linklinks,2024-09-06,,الخاص,3631850505
175917083,ياسر لؤي جلال بن حمودة,الاردنية,scrypt:32768:8:1$rpiAhSKM9fTh3pEi$807880e8e5ee44b356db1c7351d159f6c3b4580c3b81f3b91a9c149810b0f7d6a7f7b0c35d3b710a34fad8d3a4073e6e406694308da36c104fd50400a3d4950e,ذكر,3.78,الرسم الحاسوبي والرسوم المتحركة,ماجستير (مسار الرسالة),2023/2022,2,7994084044,,,452 Scoville Plaza,الخاص,5623262243
355718891,ريلام غسان عوض السقا,الاردنية,scrypt:32768:8:1$xARiU6UdelzseMAm$a640492fb4d4bd35b45165965768da7fcd633dfe0e03756910cc1263c0f1affe71cc73a7d2fb5b0fec58df65d2ff73430c2c3ddc7504c07c170f07b64252b6bc,ذكر,3.8,نظم المعلومات الحاسوبية,ماجستير (مسار الشامل),2021/2020,2,3498842308,Meevee,,71 Mockingbird Court,,7657223728
105947037,ثامر عبد الرؤوف صَفِيُّ بن عبد الكريم,الاردنية,scrypt:32768:8:1$ZrO37eAkQymXfB89$1f40ef4123af82e3fda23f0c05d773566cee53368fc792457bd157b3eb7d926703a4ac2ddcbe14619f3008d81937a61a85b27673997967a363b222948629a7db,ذكر,2.84,الرسم الحاسوبي والرسوم المتحركة,ماجستير (مسار الشامل),2021/2020,2,,Topiclounge,,52 American Ash Center,العام,1345272089
945991146,جاد هاشم خالد الشيباني,الاردنية,scrypt:32768:8:1$Aq7nAejKnXLeKntM$357be1d218ecffd3cc5681e35bdc51db0a6662e8736ae1b163b76698640fc5f43a483f30801b07d583e3a30f938b60034644790044c37bdce5481bcc2f870dee,ذكر,1.96,نظم المعلومات الحاسوبية,ماجستير (مسار الرسالة),2023/2022,3,,Oba,,68187 Morningstar Court,العام,6859696070
884751355,شيماء اياد داود المولدي,الاردنية,scrypt:32768:8:1$GWCjbbx1SuORJNKz$21cc95629fc743254afe8fa070f9cee365810fea6615c3688856c35bf518f21e919bf3f4aab7d962b1ac53be30b9ff27a0ee3c82da8476efae861c77f98cbf2e,انثى,2.13,نظم المعلومات الحاسوبية,بكالوريوس,2023/2022,1,9193476991,Wordware,2024-05-11,87846 Wayridge Way,العام,7916540354
